Year,Month,Day,Time,Lat,Lon,Depth,Mag,Region,Timestamp
2022,12,03,13:19:37,48.366,-120.548,12.8,1.4,"Washington",1670073577
2022,12,03,13:08:35,19.4147,-155.2528,1.7,1.8,"3 km SSW of Volcano, Hawaii",1670072915
2022,12,03,13:03:19,58.2316,-154.2851,68.9,2,"74 km N of Karluk, Alaska",1670072599
2022,12,03,12:41:32,31.5922,-104.5432,7.3,3,"66 km SSW of Whites City, New Mexico",1670071292
2022,12,03,12:39:28,19.406,-155.2603,2.2,2,"4 km SW of Volcano, Hawaii",1670071168
2022,12,03,12:38:55,19.3975,-155.2392,0.4,2.1,"5 km S of Volcano, Hawaii",1670071135
2022,12,03,12:28:19,60.9348,-146.2721,27.4,1.6,"Southern Alaska",1670070499
2022,12,03,12:27:50,31.9277,-116.25,19,2.3,"36km E of Ensenada, B.C., MX",1670070470
2022,12,03,12:20:18,34.091,-117.269,10.1,1.3,"4km ENE of Colton, CA",1670070018
2022,12,03,12:00:05,33.2133,-116.745,10.7,0.8,"4km SSE of Lake Henshaw, CA",1670068805
2022,12,03,11:45:29,-17.7013,-69.5322,161.9,4.8,"46 km E of Palca, Peru",1670067929
2022,12,03,11:41:37,7.3051,-77.0755,39,5,"16 km SSE of Riosucio, Colombia",1670067697
2022,12,03,11:35:50,38.5625,-122.4383,7.1,1.3,"2km SE of Angwin, CA",1670067350
2022,12,03,11:35:39,19.4655,-155.591,-1.6,2,"28 km E of Honaunau-Napoopoo, Hawaii",1670067339
2022,12,03,11:00:36,-22.5619,171.2775,10,5.1,"southeast of the Loyalty Islands",1670065236
2022,12,03,10:59:55,34.8403,-84.7853,15.1,2.2,"2 km NW of Eton, Georgia",1670065195
2022,12,03,10:49:34,35.9372,-120.0045,10.6,2.2,"9km SSW of Kettleman City, CA",1670064574
2022,12,03,10:48:16,38.8122,-122.8132,3.5,0.5,"6km NW of The Geysers, CA",1670064496
2022,12,03,10:39:06,-32.8465,-71.8285,27.3,4.3,"28 km NW of Valparaíso, Chile",1670063946
2022,12,03,10:03:00,61.1367,-146.1009,250,1.6,"13 km E of Valdez, Alaska",1670061780
2022,12,03,09:58:31,65.8173,-150.5646,21.4,1.5,"northern Alaska",1670061511
2022,12,03,09:54:26,60.4739,-142.8697,16.5,1.2,"106 km S of McCarthy, Alaska",1670061266
2022,12,03,09:49:39,-7.2485,107.588,112.5,5.7,"18 km ESE of Banjar, Indonesia",1670060979
2022,12,03,09:35:36,36.0495,-120.6138,2.8,1.3,"24km NW of Parkfield, CA",1670060136
2022,12,03,09:31:03,33.2188,-116.7482,9.9,1.2,"3km SSE of Lake Henshaw, CA",1670059863
2022,12,03,09:30:19,62.4723,-147.8366,47.2,1.5,"68 km NNW of Eureka Roadhouse, Alaska",1670059819
2022,12,03,09:22:15,35.2804,-97.9938,2.3,2.3,"5 km SW of Minco, Oklahoma",1670059335
2022,12,03,09:19:34,61.4064,-150.3723,45.1,1.5,"17 km SSE of Susitna, Alaska",1670059174
2022,12,03,09:16:19,19.4693,-155.5912,-1.5,1.4,"28 km E of Honaunau-Napoopoo, Hawaii",1670058979
2022,12,03,09:00:54,33.3167,-116.3805,5.4,1,"7km N of Borrego Springs, CA",1670058054
2022,12,03,08:56:28,19.4402,-155.6042,-1.3,2.2,"27 km E of Honaunau-Napoopoo, Hawaii",1670057788
2022,12,03,08:55:40,60.1702,-152.3753,99.2,1.2,"41 km WNW of Ninilchik, Alaska",1670057740
2022,12,03,08:48:46,60.6481,-147.4731,12,1.3,"49 km WSW of Tatitlek, Alaska",1670057326
2022,12,03,08:19:21,39.4433,-92.2543,1.2,2.4,"Missouri",1670055561
2022,12,03,08:18:29,19.3975,-155.3278,2.3,2.2,"11 km WSW of Volcano, Hawaii",1670055509
2022,12,03,08:15:11,58.7663,-154.4986,119,1.3,"76 km SSE of Kokhanok, Alaska",1670055311
2022,12,03,08:14:09,61.5064,-151.8893,7.8,1,"59 km NW of Beluga, Alaska",1670055249
2022,12,03,08:09:09,34.3977,-118.7812,10.8,1.5,"2km SSE of Piru, CA",1670054949
2022,12,03,08:08:17,60.8802,-152.0177,82.7,1,"44 km WNW of Nikiski, Alaska",1670054897
2022,12,03,08:04:47,61.1343,-147.3618,19.3,1.2,"47 km NW of Tatitlek, Alaska",1670054687
2022,12,03,07:55:40,17.2386,121.2473,9.5,4.9,"Luzon, Philippines",1670054140
2022,12,03,07:53:51,19.0238,-66.7633,25,3.5,"59 km N of Hatillo, Puerto Rico",1670054031
2022,12,03,07:50:32,37.1478,-121.5253,8.6,0.6,"10km NE of San Martin, CA",1670053832
2022,12,03,07:50:19,19.4107,-155.2437,2.3,1.8,"3 km SSW of Volcano, Hawaii",1670053819
2022,12,03,07:40:58,35.94,-120.0177,9.7,2.1,"9km SSW of Kettleman City, CA",1670053258
2022,12,03,07:39:47,61.2868,-151.8922,99.9,0.7,"46 km WNW of Beluga, Alaska",1670053187
2022,12,03,07:35:59,33.4835,-116.4365,6.2,0.4,"23km SSW of La Quinta, CA",1670052959
2022,12,03,07:34:31,38.8057,-122.7587,0.6,1,"3km N of The Geysers, CA",1670052871
2022,12,03,07:34:24,38.8102,-122.7542,0.5,0.9,"3km WSW of Cobb, CA",1670052864
2022,12,03,07:32:37,19.0246,-66.765,35,3.6,"Puerto Rico region",1670052757
2022,12,03,07:31:34,38.8062,-122.7555,0.6,0.9,"3km N of The Geysers, CA",1670052694
2022,12,03,07:26:49,33.8472,-117.6462,9.2,0.9,"8km WSW of Corona, CA",1670052409
2022,12,03,07:25:02,38.8307,-122.8092,1.9,1.3,"8km NW of The Geysers, CA",1670052302
2022,12,03,07:18:13,-17.6366,-178.8684,543.5,4.6,"198 km ENE of Levuka, Fiji",1670051893
2022,12,03,07:13:14,63.0943,-151.4891,10.4,1.5,"Central Alaska",1670051594
2022,12,03,07:07:12,63.1366,-151.4152,1,2.4,"47 km SSE of Denali National Park, Alaska",1670051232
2022,12,03,06:43:26,63.2966,-151.0702,8,2.4,"42 km SE of Denali National Park, Alaska",1670049806
2022,12,03,06:35:44,58.2566,-155.1992,1.2,0.1,"88 km NNW of Karluk, Alaska",1670049344
2022,12,03,06:34:58,19.4602,-155.602,-1.4,2,"27 km E of Honaunau-Napoopoo, Hawaii",1670049298
2022,12,03,06:24:03,34.3563,85.1656,10,4.6,"unk",1670048643
2022,12,03,06:21:51,38.8202,-122.7895,1.2,1.7,"6km NNW of The Geysers, CA",1670048511
2022,12,03,06:21:16,34.0255,-117.5828,11.4,1.7,"5km SE of Ontario, CA",1670048476
2022,12,03,06:17:00,38.8413,-122.8777,2.4,0.8,"13km NW of The Geysers, CA",1670048220
2022,12,03,06:02:51,63.4201,-151.423,5.5,1.6,"unk",1670047371
2022,12,03,05:56:48,33.8725,-116.7718,4,0.6,"5km SSE of Cabazon, CA",1670047008
2022,12,03,05:53:00,37.1238,-121.5312,-0.3,1.2,"8km ENE of San Martin, CA",1670046780
2022,12,03,05:46:02,19.4507,-155.6027,-1.3,1.5,"27 km E of Honaunau-Napoopoo, Hawaii",1670046362
2022,12,03,05:42:39,37.5505,-118.876,6.7,0.3,"13km SE of Mammoth Lakes, CA",1670046159
2022,12,03,05:41:34,35.9825,-120.5407,3,0.8,"14km NW of Parkfield, CA",1670046094
2022,12,03,05:41:11,32.6845,-115.8242,3.8,1.2,"17km ESE of Ocotillo, CA",1670046071
2022,12,03,05:26:43,38.7875,-122.7237,1.1,1.8,"3km ENE of The Geysers, CA",1670045203
2022,12,03,05:19:23,18.9098,-66.8167,15.8,3.4,"46 km N of Hatillo, Puerto Rico",1670044763
2022,12,03,05:13:50,17.9612,-66.9773,7.8,2.7,"7 km WSW of Fuig, Puerto Rico",1670044430
2022,12,03,05:03:18,54.6838,-156.7868,10,3.1,"202 km SE of Perryville, Alaska",1670043798
2022,12,03,04:59:53,35.3433,-118.5105,7.6,1.6,"24km NNW of Tehachapi, CA",1670043593
2022,12,03,04:55:17,61.6129,-150.0107,40.2,1.5,"Southern Alaska",1670043317
2022,12,03,04:48:58,39.654,-123.6307,-0.5,2.2,"13km WSW of Laytonville, CA",1670042938
2022,12,03,04:43:22,19.2232,-155.3908,29,2.1,"9 km ENE of P?hala, Hawaii",1670042602
2022,12,03,04:38:23,59.9238,-152.1366,90.2,1.5,"22 km W of Happy Valley, Alaska",1670042303
2022,12,03,04:36:09,-22.8703,-176.1072,35,4.8,"207 km SW of ‘Ohonua, Tonga",1670042169
2022,12,03,04:35:05,19.4418,-155.6052,-1.1,2.2,"27 km E of Honaunau-Napoopoo, Hawaii",1670042105
2022,12,03,04:29:06,33.4825,-116.4398,7.2,0.4,"23km ESE of Anza, CA",1670041746
2022,12,03,04:19:25,-31.5166,-71.202,70,4.5,"13 km NNW of Illapel, Chile",1670041165
2022,12,03,04:07:07,60.2755,-150.0449,31,1.6,"unk",1670040427
2022,12,03,03:48:23,38.5625,-122.437,6.6,1.2,"2km SE of Angwin, CA",1670039303
2022,12,03,03:47:59,57.716,-155.9831,11.7,1.3,"unk",1670039279
2022,12,03,03:37:35,17.9595,-66.9693,8.7,2.5,"6 km WSW of Fuig, Puerto Rico",1670038655
2022,12,03,03:34:37,-56.3182,-25.5688,31.1,4.9,"South Sandwich Islands region",1670038477
2022,12,03,03:32:05,63.0471,-149.1129,70.7,1.9,"39 km SSW of Cantwell, Alaska",1670038325
2022,12,03,03:25:32,19.4372,-155.6132,-0.5,2.3,"26 km E of Honaunau-Napoopoo, Hawaii",1670037932
2022,12,03,03:25:19,62.8032,-149.5618,68,1.4,"48 km NE of Chase, Alaska",1670037919
2022,12,03,03:19:32,19.225,-155.3867,28.3,2.3,"9 km ENE of P?hala, Hawaii",1670037572
2022,12,03,03:10:29,64.3998,-147.3872,5.5,1.1,"27 km WSW of Salcha, Alaska",1670037029
2022,12,03,03:09:36,59.814,-153.1584,120.6,1.5,"53 km E of Pedro Bay, Alaska",1670036976
2022,12,03,03:08:01,33.7112,-116.735,17.3,0.9,"4km SSW of Idyllwild, CA",1670036881
2022,12,03,03:05:24,62.9016,-150.9014,25.7,1.6,"45 km N of Petersville, Alaska",1670036724
2022,12,03,02:59:39,36.593,71.4594,102,4.4,"12 km SSW of Ashk?sham, Afghanistan",1670036379
2022,12,03,02:55:21,35.8083,-117.792,3.1,1.6,"18km SE of Little Lake, CA",1670036121
2022,12,03,02:33:34,61.3028,-152.2424,1.7,1.2,"Southern Alaska",1670034814
2022,12,03,02:32:29,37.6198,-118.8355,3.8,0.2,"13km E of Mammoth Lakes, CA",1670034749
2022,12,03,02:30:39,63.1226,-150.4745,97.8,1.4,"71 km NNE of Petersville, Alaska",1670034639
2022,12,03,02:11:12,61.3107,-152.2381,0.1,0.3,"64 km WNW of Beluga, Alaska",1670033472
2022,12,03,02:08:14,44.4663,-115.1982,10,2.6,"34 km NW of Stanley, Idaho",1670033294
2022,12,03,02:07:54,60.8381,-152.0061,64.1,0.3,"42 km WNW of Nikiski, Alaska",1670033274
2022,12,03,02:06:59,17.981,-66.626,19.3,2.4,"3 km S of Ponce, Puerto Rico",1670033219
2022,12,03,02:02:52,62.4277,-147.8382,35,2.6,"64 km NNW of Eureka Roadhouse, Alaska",1670032972
2022,12,03,01:46:30,17.9638,-66.8358,11.2,2.5,"3 km SSW of Indios, Puerto Rico",1670031990
2022,12,03,01:41:52,17.9552,-66.8337,10.7,2.4,"4 km SSW of Indios, Puerto Rico",1670031712
2022,12,03,01:38:19,19.5008,-155.503,2,2,"28 km WNW of Volcano, Hawaii",1670031499
2022,12,03,01:36:04,37.6287,-121.8135,2.5,0.9,"7km SE of Pleasanton, CA",1670031364
2022,12,03,01:35:28,40.245,-122.5158,17.4,2.3,"25km WNW of Red Bluff, CA",1670031328
2022,12,03,01:34:22,19.5025,-155.4578,-0.5,1.7,"24 km WNW of Volcano, Hawaii",1670031262
2022,12,03,01:26:24,19.493,-155.4298,0.8,1.8,"21 km WNW of Volcano, Hawaii",1670030784
2022,12,03,01:21:39,35.2666,71.2051,94,4.5,"29 km NNW of ?sm?r, Afghanistan",1670030499
2022,12,03,01:20:48,38.7885,-122.7673,2.4,0.5,"2km NW of The Geysers, CA",1670030448
2022,12,03,01:19:28,17.9495,-66.927,10.4,2.3,"3 km SW of Guánica, Puerto Rico",1670030368
2022,12,03,00:40:59,-24.06,-66.9999,178.4,4.5,"71 km WNW of San Antonio de los Cobres, Argentina",1670028059
2022,12,03,00:39:12,51.1727,89.8938,10,4.3,"28 km NW of Teeli, Russia",1670027952
2022,12,03,00:28:41,60.9146,-150.8123,43,1.3,"6 km W of Point Possession, Alaska",1670027321
2022,12,03,00:16:33,57.2167,-157.2924,136.3,2,"33 km S of Ugashik, Alaska",1670026593
2022,12,03,00:11:51,61.9883,-146.8833,35.5,1.6,"6 km W of Nelchina, Alaska",1670026311
2022,12,03,00:09:27,17.983,-66.8332,18.7,2.1,"1 km SW of Indios, Puerto Rico",1670026167
2022,12,03,00:05:51,19.271,-155.2112,14.7,1.8,"19 km S of Volcano, Hawaii",1670025951
2022,12,02,23:35:23,19.235,-155.3757,33,2.2,"11 km ENE of P?hala, Hawaii",1670024123
2022,12,02,23:31:25,57.7508,-154.225,43.4,1.5,"24 km NE of Karluk, Alaska",1670023885
2022,12,02,23:14:33,38.7613,-122.7168,1.1,1.1,"3km SW of Anderson Springs, CA",1670022873
2022,12,02,23:09:22,8.0561,-72.5349,10,4.4,"15 km NNE of El Zulia, Colombia",1670022562
2022,12,02,22:57:16,61.3781,-150.6714,17.5,1.2,"20 km SSW of Susitna, Alaska",1670021836
2022,12,02,22:56:17,63.4284,-147.4227,66.6,1.6,"76 km E of Cantwell, Alaska",1670021777
2022,12,02,22:39:48,64.7045,-147.9285,10.8,1.2,"unk",1670020788
2022,12,02,22:39:18,38.771,-122.7138,2,1.1,"2km WSW of Anderson Springs, CA",1670020758
2022,12,02,22:37:24,57.7205,-154.793,61.7,1.5,"Kodiak Island region, Alaska",1670020644
2022,12,02,22:33:15,-16.6122,-173.661,10.9,4.6,"74 km S of Hihifo, Tonga",1670020395
2022,12,02,22:26:57,62.6522,-151.2118,83.9,1.5,"28 km NW of Petersville, Alaska",1670020017
2022,12,02,22:23:52,33.4848,-116.4885,14.2,1.6,"19km ESE of Anza, CA",1670019832
2022,12,02,22:23:49,19.4563,-155.604,-1.3,2.2,"27 km E of Honaunau-Napoopoo, Hawaii",1670019829
2022,12,02,22:18:55,38.788,-122.7688,1.6,0.9,"2km NW of The Geysers, CA",1670019535
2022,12,02,22:13:36,19.1627,-155.3627,29.4,2,"12 km ESE of P?hala, Hawaii",1670019216
2022,12,02,22:12:23,17.981,-66.9445,11.9,1.5,"unk",1670019143
2022,12,02,22:11:13,38.7882,-122.769,1.3,1.9,"2km NW of The Geysers, CA",1670019073
2022,12,02,21:57:10,61.0728,-150.2992,49.8,1.6,"26 km NE of Point Possession, Alaska",1670018230
2022,12,02,21:49:43,36.2488,-120.8467,8.1,2.7,"20km NE of San Lucas, CA",1670017783
2022,12,02,21:43:55,19.3967,-155.2592,1.3,2.3,"5 km SSW of Volcano, Hawaii",1670017435
2022,12,02,21:20:46,46.77,-121.9228,5.8,1.2,"8 km E of Ashford, Washington",1670016046
2022,12,02,21:20:30,19.2455,-155.3952,32.5,1.8,"9 km ENE of P?hala, Hawaii",1670016030
2022,12,02,21:15:10,31.6755,-104.4312,5.1,3.2,"55 km S of Whites City, New Mexico",1670015710
2022,12,02,21:09:44,19.4745,-155.5902,-0.2,2.2,"28 km E of Honaunau-Napoopoo, Hawaii",1670015384
2022,12,02,21:08:29,62.924,-150.7408,25.4,1.3,"47 km N of Petersville, Alaska",1670015309
2022,12,02,21:01:02,32.814,-117.0765,-0.1,0.4,"7km NW of La Mesa, CA",1670014862
2022,12,02,20:58:33,46.6853,-116.9172,-0.7,1.7,"8 km SE of Moscow, Idaho",1670014713
2022,12,02,20:55:35,43.6683,-122.9103,-0.3,1.4,"6 km SW of Culp Creek, Oregon",1670014535
2022,12,02,20:53:25,59.8495,-152.4537,78,1.6,"35 km WNW of Anchor Point, Alaska",1670014405
2022,12,02,20:52:02,17.9488,-66.9737,9.5,3.3,"7 km WSW of Guánica, Puerto Rico",1670014322
2022,12,02,20:49:58,26.8256,55.1879,16,4.2,"42 km NE of Bandar-e Lengeh, Iran",1670014198
2022,12,02,20:43:32,17.5416,-60.9673,18.3,4.5,"92 km E of Codrington, Antigua and Barbuda",1670013812
2022,12,02,20:37:24,-7.9295,108.0843,93.2,4.5,"62 km SSW of Kawalu, Indonesia",1670013444
2022,12,02,20:25:39,48.5695,-123.5262,-0.3,1.2,"13 km NNW of Six Mile, Canada",1670012739
2022,12,02,20:22:47,32.612,-116.9945,-0.4,1.4,"5km ESE of Chula Vista, CA",1670012567
2022,12,02,20:06:48,58.1655,-155.4918,9.9,0.3,"Alaska Peninsula",1670011608
2022,12,02,20:05:06,43.0613,18.2067,16.9,4.5,"15 km NE of Ljubinje, Bosnia and Herzegovina",1670011506
2022,12,02,20:04:53,60.3921,-143.4696,5,1.3,"119 km SSW of McCarthy, Alaska",1670011493
2022,12,02,20:00:11,31.5672,-104.0469,6.6,2.9,"36 km NW of Toyah, Texas",1670011211
2022,12,02,19:58:24,51.8608,-177.864,6.8,1.1,"Andreanof Islands, Aleutian Islands, Alaska",1670011104
2022,12,02,19:58:08,51.8503,-177.9657,6.4,0.6,"91 km W of Adak, Alaska",1670011088
2022,12,02,19:45:29,17.4913,-61.0063,18.4,4.4,"89 km E of Codrington, Antigua and Barbuda",1670010329
2022,12,02,19:37:59,38.7892,-122.7272,2,0.8,"3km ENE of The Geysers, CA",1670009879
2022,12,02,19:32:20,19.4208,-155.616,-0.9,2.1,"26 km E of Honaunau-Napoopoo, Hawaii",1670009540
2022,12,02,19:29:36,38.842,-122.8262,1.8,0.2,"9km WNW of Cobb, CA",1670009376
2022,12,02,19:21:55,33.1363,-116.641,6,1.1,"7km NNW of Julian, CA",1670008915
2022,12,02,19:14:18,19.4263,-155.4448,0.2,1.8,"22 km W of Volcano, Hawaii",1670008458
2022,12,02,19:13:13,38.807,-122.7793,1.4,1.1,"4km NNW of The Geysers, CA",1670008393
2022,12,02,19:11:42,61.5121,-149.8857,32.3,1.9,"3 km ESE of Big Lake, Alaska",1670008302
2022,12,02,19:09:34,35.8695,-117.6632,6.4,1.5,"23km ESE of Little Lake, CA",1670008174
2022,12,02,19:05:53,62.9561,-151.2162,107.1,1.8,"Central Alaska",1670007953
2022,12,02,19:05:13,37.8503,-122.0075,6.8,1,"2km E of Alamo, CA",1670007913
2022,12,02,19:03:55,60.4247,-152.7835,11.9,0.5,"74 km WNW of Ninilchik, Alaska",1670007835
2022,12,02,18:51:48,61.4575,-146.4623,29.7,1.5,"36 km N of Valdez, Alaska",1670007108
2022,12,02,18:41:24,38.824,-122.799,2.5,0.8,"6km NW of The Geysers, CA",1670006484
2022,12,02,18:41:06,19.4193,-155.6102,-1,1.3,"Island of Hawaii, Hawaii",1670006466
2022,12,02,18:36:06,19.4427,-155.5958,-1,1.8,"28 km E of Honaunau-Napoopoo, Hawaii",1670006166
2022,12,02,18:35:29,19.4742,-155.5997,-0.8,1.2,"27 km E of Honaunau-Napoopoo, Hawaii",1670006129
2022,12,02,18:27:59,61.9556,-149.8672,32.4,1.6,"22 km S of Susitna North, Alaska",1670005679
2022,12,02,18:22:26,44.678,-110.0442,13.7,1.2,"36 km S of Silver Gate, Montana",1670005346
